borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,interest_rate_change,unemployment_rate,inflation_rate,gdp_growth_rate,housing_market_index,utility_payment_history,rental_payment_history,social_media_activity_score,spending_behavior_score,fraud_score,inconsistent_application_data,geo_location_mismatch,customer_lifetime_value,cross_product_ownership,customer_satisfaction_score
824,44557.42159,Self-employed,358,0.178567686,36736.18022,41,Master's,Widowed,8,8,824,Mortgage,17688.22093,13.1869634,311,10835.44213,0.653029599,Annually,26334.46795,1,-0.350226787,14.07871054,8.485490083,2.530863944,348.7296345,0.851103446,0.054626289,9.414675228,30.22999041,0.307502774,0,0,20538.71615,2,4.069477235
825,43317.46218,Unemployed,770,0.48057793,29177.9681,52,Master's,Widowed,7,16,825,Auto,15756.79197,1.933479337,57,71159.43124,0.608899558,Annually,46335.64227,2,0.034096709,10.15655799,8.673601937,4.619718698,426.9177046,0.678326205,0.631245721,22.03696906,86.11191684,0.809987875,0,0,15823.66723,1,3.298406045
826,71800.76716,Unemployed,765,0.170196651,11134.07676,63,Master's,Divorced,5,18,826,Business,29333.25952,10.19221702,106,21279.28353,0.663600011,Monthly,1580.750564,3,-0.90854677,14.65980726,2.549508809,-2.041488348,360.6343609,0.250561757,0.350847824,22.37722916,48.88931429,0.593944053,0,0,12777.63101,2,46.48703706
827,73693.58219,Retired,311,0.327090927,25718.34114,59,High School,Widowed,3,29,827,Personal,25408.35404,11.79980986,75,31023.88876,0.814247715,Annually,38669.61123,4,0.890716269,4.637413419,5.376570151,-3.354371234,269.5798029,0.953833972,0.76890944,93.53694994,16.39172029,0.975484493,0,0,30622.19668,0,8.300419748
828,42157.09959,Self-employed,589,0.331725787,16297.29709,71,Bachelor's,Divorced,0,27,828,Auto,29397.28209,11.75306868,142,47785.13297,0.586328268,Quarterly,2602.619918,3,-0.712429654,9.819661255,7.605340513,0.030684635,191.2299758,0.450819411,0.863304286,43.25129747,66.8800599,0.47761357,0,0,29838.5573,2,51.21678842
829,43697.19774,Self-employed,653,0.295849785,21945.85988,56,Bachelor's,Divorced,5,1,829,Business,15046.36848,13.46199856,20,45210.45601,0.629320118,Annually,1907.680297,3,0.806026078,12.57750058,7.965825366,-0.053317178,128.0140901,0.129805559,0.364821042,4.206584722,68.41202707,0.774706868,0,0,31904.29053,1,32.75005035
830,45773.23087,Self-employed,374,0.357898099,32615.71022,43,High School,Divorced,2,1,830,Mortgage,18980.93376,11.34195553,214,71003.62294,0.734030431,Quarterly,21490.88491,4,-0.832835556,9.306488774,8.062083827,-3.250534862,314.2073458,0.109777895,0.525586093,13.88166822,28.69245138,0.76813713,0,0,8785.250851,1,33.56289925
831,29833.24233,Self-employed,740,0.19193069,37515.52239,66,High School,Divorced,5,12,831,Personal,5111.000071,14.02543583,309,62531.46345,0.616525049,Annually,3153.758717,1,0.645249855,4.092796272,3.053506009,2.332195696,496.1304378,0.647518987,0.117404062,7.903267573,2.749333163,0.497432868,0,1,14999.753,3,63.56089965
832,36220.2208,Employed,540,0.321064907,12379.00985,55,PhD,Single,5,6,832,Business,3561.542241,5.990864098,185,64617.41815,0.794321835,Annually,39457.19756,0,-0.696074948,9.994632019,2.73281336,-1.382224656,395.216722,0.437709646,0.416906965,58.88693902,19.98472591,0.795630114,0,0,11274.26012,1,16.30980062
833,34937.8885,Self-employed,453,0.248869302,20860.94267,40,PhD,Divorced,3,9,833,Mortgage,13419.39935,8.293327126,84,71548.4059,0.961588014,Monthly,26478.15468,3,-0.923736772,10.34085487,6.310112214,-3.136347691,230.9382166,0.094483875,0.360800393,18.66214916,39.97775477,0.261040333,0,0,27484.67664,0,76.65533703
834,38483.03652,Unemployed,395,0.364666904,14188.91698,39,Master's,Married,1,23,834,Auto,4638.096107,1.690075454,95,29614.96638,0.874044683,Annually,1451.939133,0,0.438978901,11.74451098,7.66977218,-1.680166055,430.88192,0.740364572,0.18312346,49.85576403,16.75629111,0.122253036,0,0,23592.21877,2,58.20309198
835,49479.72669,Unemployed,593,0.156489417,10732.94908,21,Master's,Married,8,5,835,Personal,6084.960723,1.593927429,70,32572.16452,0.833213307,Annually,2025.034324,2,-0.4394694,12.13453818,3.87225564,0.636586996,407.5936001,0.799325167,0.894478625,37.00620629,19.40299482,0.425163745,1,0,17184.39314,4,91.49446288
836,53513.22099,Employed,508,0.328350967,39385.97378,66,High School,Married,1,27,836,Business,40833.49186,4.741709376,32,44080.77592,0.791360738,Monthly,30633.42649,3,0.428992306,12.24927226,1.942346412,2.264709322,212.6543173,0.725415631,0.148087838,80.38763771,39.13906644,0.943630657,1,0,39514.72563,1,36.48406538
837,73257.50739,Unemployed,642,0.174108142,45553.38203,26,Master's,Divorced,2,16,837,Auto,2904.811154,2.860897161,168,31092.48622,0.743973955,Quarterly,40305.59088,2,0.110170501,10.96133272,7.450717446,-0.181091139,105.7229959,0.202260878,0.635739358,32.04896373,96.17866143,0.500744608,0,0,5604.713476,2,98.27149921
838,35024.68939,Unemployed,387,0.211457225,19141.3771,21,Bachelor's,Married,9,18,838,Mortgage,33288.1969,5.012853467,330,98501.31796,0.59328193,Annually,21889.97656,1,-0.78238522,5.589734237,3.697280482,0.255949898,147.2650554,0.689775456,0.890142643,45.82654824,76.42435154,0.635259139,0,0,48769.93775,3,57.58276467
839,64764.83598,Self-employed,689,0.18748392,37812.66729,24,High School,Single,0,17,839,Mortgage,14355.32969,3.890084476,340,81498.16668,0.947355228,Annually,27729.03358,3,0.864260147,7.85082907,2.497264519,-3.610540641,450.9224761,0.010722803,0.91196858,72.12855486,31.97484012,0.624162456,0,0,6710.659813,4,97.34019562
840,46790.16734,Unemployed,624,0.173135112,44952.76918,40,High School,Widowed,6,18,840,Business,43705.73835,1.885020335,72,16883.14148,0.624268001,Quarterly,39991.4727,2,-0.09537165,12.31355967,2.329511756,4.146909247,434.6252141,0.30511214,0.7932397,43.33512069,95.16040689,0.132572867,0,0,38880.46982,3,2.706065405
841,49258.04436,Employed,456,0.430284381,42460.08632,19,Bachelor's,Divorced,0,1,841,Mortgage,24764.62194,13.77560598,75,1056.61851,0.545654439,Monthly,30525.3087,2,0.468894556,14.4411238,3.834185928,4.28724198,218.0836004,0.398821531,0.176141134,79.3215536,64.56467923,0.390296882,0,0,19043.27927,0,72.79763224
842,60122.29238,Self-employed,436,0.214283027,9957.856038,66,PhD,Married,8,19,842,Personal,15973.24651,1.611012274,336,4756.935191,0.87500759,Annually,11238.01188,1,0.002041144,3.947363578,6.334102593,1.834265904,214.0781705,0.835246949,0.817431409,66.16843562,45.54496446,0.706938973,0,0,43397.84923,3,81.66215243
843,33159.16968,Retired,727,0.470849513,47858.30219,41,PhD,Single,0,22,843,Business,26364.30785,11.43710895,179,24784.31338,0.587807767,Monthly,30652.60129,0,0.20872295,9.426440134,4.225620148,-4.823685911,417.1459948,0.390394373,0.276564812,41.05291139,46.8300199,0.971990099,0,0,4634.32749,2,5.317328668
844,55736.14619,Self-employed,751,0.48797061,19457.14558,57,Bachelor's,Widowed,4,29,844,Auto,19715.94293,3.553996473,214,11871.98294,0.685948,Quarterly,31413.97295,0,-0.394452815,6.750267256,1.185956664,0.370742159,475.094988,0.011269446,0.922398027,50.39819257,41.07444678,0.168017738,0,0,19361.3638,4,57.8969664
845,52496.78312,Employed,440,0.328504188,17622.7924,72,Bachelor's,Single,6,8,845,Business,28650.75217,13.8150999,140,53567.14243,0.514142464,Quarterly,36705.34904,3,-0.599279392,5.704726732,1.872175912,1.292189721,411.6549027,0.352346412,0.709086681,96.72034558,23.29920525,0.41044189,0,1,17436.72692,3,80.19422936
846,57386.76896,Self-employed,382,0.157200449,4059.135037,48,Master's,Married,2,3,846,Business,6612.110548,13.55274518,256,85870.52466,0.568533971,Monthly,31043.70938,1,0.085140407,9.069728202,3.614529225,4.94654223,342.2314708,0.498924098,0.785267561,66.16114965,38.66321922,0.0950938,0,0,49664.69487,3,56.10387252
847,54337.52966,Self-employed,476,0.249819297,24822.50905,64,High School,Single,8,26,847,Auto,49852.53464,10.32766548,117,73806.64698,0.586601815,Quarterly,48462.10652,3,-0.119562054,10.27307209,6.937340339,4.960669552,197.0685401,0.949004787,0.085032454,90.4995226,52.7896384,0.24237646,0,0,49291.90075,0,6.381359041
848,86829.5021,Employed,497,0.419092905,6341.667166,48,Master's,Widowed,7,25,848,Mortgage,21852.23801,10.57516102,332,21953.10178,0.527205064,Quarterly,9864.415436,0,-0.219773573,3.117266777,1.886635661,3.576112353,310.2991656,0.941034304,0.582765113,17.87585035,52.80273507,0.376759343,0,1,10300.39397,2,69.34472409
849,40433.90024,Self-employed,720,0.246956291,13178.45123,64,Bachelor's,Married,2,26,849,Auto,18063.30135,1.572078417,133,40230.27597,0.828328478,Annually,47554.53398,1,0.34513439,12.36247887,6.045911682,-4.36169008,193.4047434,0.180874038,0.821142127,48.32361562,76.17369022,0.540643248,0,0,31867.40107,3,6.059691467
850,42035.04567,Employed,700,0.134806887,16530.18847,57,Master's,Widowed,4,5,850,Personal,35800.28257,14.79576614,329,51035.47385,0.918503898,Monthly,26916.97452,4,0.381013264,12.83858558,2.078972837,4.532763908,423.204568,0.185146542,0.861590353,90.86616698,35.87978572,0.230566882,0,0,27240.45158,2,81.7468895
851,40652.8921,Employed,770,0.322713964,40632.48985,65,Bachelor's,Single,6,23,851,Mortgage,18831.07092,13.35074015,193,81115.48203,0.686657703,Annually,33597.80702,1,-0.908159888,14.58612989,2.904537946,1.126612472,254.7844318,0.163381456,0.028631705,32.26120614,71.67980293,0.227562661,0,0,8564.301071,1,4.303418331
852,41667.84321,Retired,517,0.438048341,43898.94387,68,Master's,Divorced,3,8,852,Business,41830.44095,13.58393405,114,83992.59951,0.937288238,Monthly,4973.079873,1,-0.322511012,5.167724799,2.549696748,3.008867705,433.4788868,0.788921932,0.939159233,96.76641981,57.80918388,0.777829979,0,0,9221.205599,0,13.7397381
853,40439.19309,Unemployed,474,0.418370555,15820.84956,60,Master's,Divorced,4,19,853,Mortgage,23259.26549,10.39980125,327,91016.97203,0.606673287,Annually,19028.79707,4,-0.1764709,10.13463075,1.60505772,-0.928071503,252.6436872,0.00602204,0.043338733,9.707749047,96.18454045,0.962641663,0,0,49473.3347,0,27.51075905
854,67835.24797,Unemployed,322,0.170049256,43076.20794,51,PhD,Divorced,2,18,854,Mortgage,36258.36225,6.154623537,313,51169.90243,0.662695212,Quarterly,38468.95732,2,-0.806215678,8.119504482,7.041968356,-1.803305288,429.6597621,0.127177198,0.61451868,90.26711703,38.5284926,0.323612968,1,0,23183.76969,0,63.33647923
855,71307.56372,Self-employed,534,0.369105846,43004.31593,72,Bachelor's,Divorced,8,18,855,Personal,6265.207606,13.56425676,272,69580.33727,0.575368497,Monthly,35345.55075,2,-0.528198267,7.017934219,5.170631926,-0.367558545,233.3271261,0.537959632,0.693387528,44.52121221,90.12164643,0.687992019,0,0,7164.263308,2,97.63590996
856,41438.80559,Self-employed,312,0.188201705,38467.89657,41,Master's,Widowed,9,21,856,Mortgage,42459.84009,5.43547853,124,11624.13694,0.810279598,Monthly,2006.969408,2,-0.896716406,9.787601417,8.479480968,-3.53125487,276.0530818,0.247562067,0.107345291,7.374416514,82.06425473,0.258080461,0,0,11524.7119,3,11.78228526
857,37514.6664,Retired,400,0.187283014,8188.060587,66,High School,Divorced,8,1,857,Mortgage,37050.18135,9.096605835,81,56746.25152,0.709934795,Monthly,27329.71317,0,0.992484197,12.38859712,1.89001756,-1.429338612,346.1953677,0.092356458,0.048011866,87.95215926,63.76642846,0.927952255,0,0,14149.0553,3,14.27076692
858,57071.23335,Retired,835,0.449628709,34825.8195,43,Master's,Widowed,6,15,858,Mortgage,11374.12214,2.846368127,171,25244.83504,0.806641673,Monthly,4413.909648,1,0.473114406,3.276633401,2.3025964,3.576174998,128.1150456,0.359878012,0.784912154,25.19402124,65.45144667,0.67290236,1,0,26034.9459,2,36.88703967
859,41716.65434,Retired,822,0.199867581,47306.17916,33,Master's,Married,9,18,859,Business,8119.014478,13.94640101,251,43455.83006,0.880837453,Quarterly,49792.82146,4,-0.825099687,14.63280135,3.758119582,-4.620495137,479.2828247,0.274207605,0.384670625,2.22501255,8.464993461,0.802676855,0,0,17441.85835,2,83.62191378
860,59493.97727,Employed,751,0.205298939,34444.48346,74,High School,Divorced,1,29,860,Mortgage,16498.32509,3.40040118,22,63588.02558,0.772851508,Quarterly,44864.82943,0,-0.95950124,12.71857903,7.892793882,-3.491219532,329.4423144,0.511104307,0.107112515,13.58071056,95.02246056,0.049354043,0,0,23295.57751,1,46.72309528
861,53043.84531,Retired,730,0.100261356,17249.22561,64,Bachelor's,Widowed,6,25,861,Auto,48827.45872,4.536106877,149,26070.10082,0.813815177,Quarterly,1054.033021,4,0.4385756,12.01384444,3.751829408,-3.748838404,303.1280059,0.979233594,0.762667816,65.91147419,10.69360635,0.598505968,0,0,9158.478004,4,32.16106003
862,27263.83828,Retired,832,0.448267614,25528.38655,30,PhD,Divorced,6,7,862,Mortgage,13584.74715,9.034811135,178,5692.413251,0.967625157,Annually,42932.47895,0,-0.121615669,12.12464859,4.675768367,-0.969244573,435.7575884,0.124304637,0.84916307,97.78114891,56.32333087,0.527612331,0,0,17009.70584,4,56.12038322
863,73212.57802,Self-employed,592,0.417037925,32640.52712,32,PhD,Divorced,4,16,863,Personal,23350.23324,11.8152555,258,1518.268713,0.649532155,Quarterly,45971.48003,0,0.573593418,7.668728515,3.714432097,4.969869009,446.305092,0.372726705,0.587386191,11.14621396,33.00708004,0.292996907,0,0,4445.513043,0,26.05231974
864,76938.1651,Retired,400,0.350931574,26017.95003,44,PhD,Divorced,8,16,864,Mortgage,2470.99106,9.86124263,42,2704.873787,0.679581969,Annually,17677.41113,0,0.846952076,12.01944661,1.722018626,-3.266420698,308.9041618,0.931985018,0.161236808,46.19480481,42.98519783,0.262429985,0,0,44595.8034,3,40.11599072
865,40808.16964,Employed,801,0.400106306,6877.694145,21,High School,Widowed,2,15,865,Mortgage,20464.14895,4.633807823,23,1330.798883,0.858851681,Annually,35975.08275,4,0.198600778,7.641242503,9.454902606,-3.545173504,470.9049303,0.876873043,0.015222471,18.06365509,61.01830108,0.580024802,0,0,10738.87138,0,33.26051492
866,44184.4766,Employed,603,0.160819427,16291.13819,33,Master's,Single,3,6,866,Business,28994.68076,1.512731074,254,11480.32813,0.805652759,Quarterly,22105.18731,3,-0.625783154,13.78448195,5.936850929,4.150557298,125.8951064,0.394271035,0.700802481,74.50365341,90.88513779,0.706485635,0,0,38088.10664,3,80.41410224
867,54287.98086,Self-employed,839,0.283329438,40317.4055,47,Bachelor's,Divorced,0,9,867,Auto,47703.10601,11.72153283,119,24329.1271,0.589266452,Quarterly,32761.62423,0,0.564388072,5.1266686,8.090498694,3.82050517,145.2903169,0.698953265,0.550139675,11.80588998,45.75671236,0.033172757,0,0,18128.03762,3,92.42557264
868,55016.85185,Retired,654,0.240487755,43209.48426,61,Master's,Divorced,5,7,868,Mortgage,26320.0662,14.8002989,347,22511.54066,0.688073655,Quarterly,17015.87021,2,0.911623486,6.508169091,6.92521383,-4.6775963,338.715292,0.087857014,0.650797142,23.98417485,98.77295553,0.567401582,0,0,24245.46863,1,75.95721922
869,59878.16409,Retired,602,0.137510611,7727.701603,47,PhD,Married,3,14,869,Auto,41136.25898,12.43382712,334,98686.26112,0.733919007,Annually,16127.96183,1,0.160462574,9.616050512,5.628288512,2.517059602,241.6263447,0.712541056,0.81318467,19.64059676,59.28120654,0.170459529,0,0,15271.79093,2,43.9083576
870,80153.06808,Employed,795,0.294452194,47666.95087,53,Master's,Single,0,11,870,Personal,27809.25449,7.712789345,205,30947.60747,0.709694919,Monthly,21221.69444,3,0.363994895,6.830532431,1.80710431,1.554657015,285.6900665,0.972857729,0.434227777,55.25197804,16.05539426,0.140362731,0,0,35125.62228,2,50.43349775
871,47345.79159,Retired,526,0.46829586,17112.30827,20,High School,Widowed,1,21,871,Business,2998.465658,13.70085803,319,13178.36794,0.589137404,Quarterly,7278.387933,3,-0.32505061,8.090846944,6.784601907,2.677408099,231.2316872,0.537488153,0.124515469,87.3184092,19.00092948,0.623119488,0,0,42382.77454,2,12.50736939
872,38025.54133,Retired,535,0.116023648,33453.3732,39,High School,Married,2,16,872,Auto,16435.40548,7.032943587,144,54783.47314,0.962215046,Annually,41556.94822,4,-0.236944611,8.909072273,2.398333203,-0.054975452,261.8901246,0.498490227,0.939983285,51.10902012,71.61110356,0.310870117,0,0,15027.23905,4,74.68647111
873,29310.21158,Retired,754,0.216584365,37839.43215,66,Bachelor's,Divorced,8,25,873,Business,29201.92588,8.586610137,292,85866.76681,0.881159381,Annually,17434.89477,3,0.469308996,13.27624019,4.729448524,4.913792184,429.0585389,0.18731862,0.545262127,5.824345277,5.039779424,0.440880233,0,0,12868.66454,2,59.64756794
874,39036.0494,Unemployed,312,0.183016374,40785.3655,39,Bachelor's,Married,7,6,874,Mortgage,47579.10433,7.94125186,302,67967.00749,0.740677916,Quarterly,20007.4777,4,0.855542197,9.278307043,6.662018291,-4.561529813,337.3904799,0.633788199,0.615294119,56.33889306,48.03415762,0.359998809,0,1,34390.57301,4,90.24399961
875,49503.09541,Self-employed,509,0.195258661,47341.73541,67,PhD,Married,6,22,875,Personal,43097.38763,7.542922281,174,29960.16787,0.840030514,Annually,44702.73064,4,0.257976774,7.349518183,8.040061004,-2.656284136,498.9378197,0.590437281,0.93341143,79.75209993,14.82191098,0.64833632,0,0,10562.49997,0,20.06111436
876,76918.36795,Unemployed,696,0.463373821,16333.05785,74,Bachelor's,Divorced,3,27,876,Business,12189.42509,11.96507539,289,56380.8079,0.948641336,Quarterly,24831.1907,2,0.579695817,5.972833968,7.165406581,-1.03454013,414.7516791,0.651933059,0.931583656,13.21561973,43.32186352,0.470119766,0,0,32352.14851,4,75.97261219
877,42235.83051,Self-employed,399,0.287227622,43066.81627,67,Master's,Single,0,16,877,Mortgage,11785.38167,8.611380248,214,71628.16943,0.568087071,Annually,27212.69547,0,-0.656729965,7.904111746,7.043801761,-0.502220584,209.4665016,0.026083287,0.572094607,7.271121434,74.99174221,0.963458662,0,0,5626.975905,3,68.46716617
878,53356.81927,Employed,330,0.286519765,7452.658268,72,High School,Single,7,20,878,Auto,10857.47539,5.775681147,107,72946.39699,0.625186525,Monthly,47824.90624,3,-0.576081819,9.188833253,2.341379883,4.213674027,205.7380471,0.548723488,0.297611425,18.78077776,45.88129282,0.352382759,0,0,31386.72084,1,26.58455338
879,49753.65656,Retired,827,0.404230257,35547.00441,66,High School,Married,3,29,879,Personal,46202.44592,4.985135263,234,66820.5763,0.771350624,Annually,44336.31916,0,0.064069374,11.95337829,4.115156861,0.600043641,234.359308,0.594934843,0.997113634,74.60863228,16.3451109,0.74028434,1,0,26156.92997,1,66.73786395
880,67825.8991,Self-employed,628,0.161796882,37356.90875,29,High School,Divorced,2,16,880,Personal,42780.6415,2.009588779,248,87145.63727,0.899505186,Quarterly,8473.335444,0,-0.646891616,4.452585314,1.386210454,-4.548890045,437.3037923,0.207530135,0.68081709,59.16804195,25.19253704,0.257292568,0,0,6581.380063,3,92.43733806
881,87903.98639,Unemployed,465,0.294906142,34208.43882,72,Bachelor's,Widowed,8,12,881,Auto,38969.28818,9.373134685,128,87075.49311,0.518127448,Monthly,23660.7515,0,0.26999014,5.659310259,7.475292039,-0.921370366,110.9150603,0.208332857,0.408436677,54.0594654,36.75395887,0.508753093,0,0,32806.07811,0,91.84359877
882,42036.96841,Retired,758,0.271994086,13363.42207,38,High School,Married,9,17,882,Auto,20244.0206,4.604479108,203,58104.18766,0.992009075,Quarterly,48564.81137,4,-0.416693629,7.55584819,9.573273832,-0.835095876,192.0725115,0.276218169,0.559836803,24.94798946,6.956118349,0.552569752,1,0,22881.30069,1,71.96265745
883,42658.40836,Employed,399,0.338764276,43779.1142,73,High School,Widowed,3,5,883,Personal,25714.65451,3.499807947,287,43270.70873,0.727453301,Annually,18618.31491,0,0.583065237,7.324780861,3.376993512,4.654909384,461.9673681,0.711721592,0.41583405,33.22365952,58.43376361,0.329109281,0,0,11638.63749,3,4.807311253
884,65662.41316,Self-employed,472,0.499823081,9274.064705,21,High School,Married,3,27,884,Business,23752.25549,10.32670451,117,64336.24441,0.67961557,Monthly,18578.65543,3,0.616220693,7.700977051,1.789270382,0.99197091,355.9585744,0.606266064,0.888305152,96.58850129,60.75337913,0.471780529,0,0,18315.82363,1,87.22643373
885,60228.37234,Self-employed,461,0.407779558,3628.104785,48,PhD,Married,8,25,885,Personal,13416.50727,10.69632498,15,81912.09414,0.646362219,Monthly,9751.511589,4,-0.072425088,12.52225518,5.280130691,1.356510712,190.7388382,0.845762646,0.482499375,24.06252267,6.215192713,0.279278638,0,0,25113.00318,4,65.7778607
886,77700.60989,Self-employed,562,0.259146281,36155.78454,61,PhD,Divorced,1,13,886,Auto,25746.37426,11.65409105,29,1062.384432,0.587178354,Annually,5716.155706,3,-0.63837873,6.889852836,8.710284008,2.132530313,187.6579873,0.295658572,0.823528376,90.16454233,40.23113212,0.006000782,0,0,5486.157136,1,31.04342532
887,58758.92278,Retired,573,0.431021221,24298.31005,48,Bachelor's,Divorced,4,8,887,Business,2494.330845,8.298288101,318,99203.7024,0.895786954,Monthly,37015.23954,4,0.293549922,9.022778165,5.967767757,2.700393157,445.0472407,0.91206806,0.840176298,58.05315045,41.40006829,0.215648302,0,0,47922.86467,4,18.72503617
888,44610.61864,Unemployed,302,0.168283345,42605.80298,40,High School,Widowed,3,24,888,Mortgage,7458.708301,13.56973717,31,18697.93035,0.977707082,Monthly,38501.52344,1,0.985574037,10.48688439,1.420994352,1.350510702,457.5030033,0.743706162,0.824332338,12.32964664,33.38195686,0.700064172,0,0,33612.54565,4,11.6203863
889,58859.82246,Unemployed,327,0.112185475,19786.45991,71,Bachelor's,Widowed,8,5,889,Personal,44442.89021,14.14062717,133,47289.77407,0.706822377,Monthly,48450.64818,1,0.245181796,5.786142602,9.768450165,-2.628056489,202.4524364,0.39501167,0.722188612,46.73123782,55.77397403,0.770963024,0,0,6024.214083,1,5.023689926
890,66630.55371,Self-employed,625,0.181779349,9245.650837,70,High School,Single,4,12,890,Auto,37832.30858,12.39950769,148,87266.95862,0.976210347,Quarterly,38670.91055,1,-0.928450619,11.62434465,8.45784919,3.740459143,268.2041432,0.095262066,0.854877717,94.85487174,34.59574901,0.280202867,0,0,41320.24703,1,75.4103248
891,62307.23272,Employed,448,0.236164622,41985.66743,37,High School,Divorced,8,9,891,Mortgage,21720.55204,10.08051201,91,22891.5197,0.911898808,Quarterly,12167.6247,1,-0.965412048,9.565335837,2.184346693,2.321198004,433.8382955,0.256983662,0.38722958,41.85655981,41.64092795,0.408042999,0,0,16805.19162,4,23.58429989
892,57609.11047,Employed,839,0.304232303,27896.57195,32,High School,Married,8,3,892,Personal,26340.36775,5.600232873,165,47941.12478,0.740525564,Monthly,2005.828914,4,-0.359276059,8.361373956,9.296179809,2.418704851,408.4029754,0.956768217,0.114663206,86.33865648,79.75235474,0.03736566,0,0,30243.1773,1,2.425293604
893,66000.12034,Unemployed,787,0.346051656,10270.59383,40,Bachelor's,Married,1,3,893,Personal,19129.94541,14.76975644,36,13691.92693,0.83701309,Annually,49271.86922,0,-0.608432386,12.71740832,5.056194597,4.965567392,425.5664426,0.310363376,0.842454204,25.64286947,16.21093554,0.237062901,0,0,14579.99924,0,39.72706518
894,67539.43386,Employed,737,0.464242287,36298.81593,45,Bachelor's,Single,8,1,894,Business,37298.21349,5.200838257,180,39810.09438,0.71749209,Annually,17022.53478,2,0.626102414,5.92194311,4.347081915,3.025265349,307.3592763,0.32990096,0.498168416,57.09221518,61.91146953,0.779219283,0,1,36936.8913,2,48.26070806
895,70732.38487,Unemployed,364,0.303941604,26044.56829,33,High School,Divorced,2,25,895,Auto,39425.17178,4.235868447,70,18124.97775,0.779361704,Quarterly,15598.57712,2,0.689611334,13.59811165,5.149479975,3.291514032,464.6196193,0.189588931,0.127376033,84.38520582,50.55944017,0.60598627,0,0,36427.43978,2,16.92302309
896,59730.64831,Self-employed,655,0.300510258,30611.33613,54,Master's,Married,3,22,896,Mortgage,38400.97432,7.469080536,312,36680.961,0.529023169,Annually,45297.76049,1,-0.482762457,9.732584824,8.511147612,4.514055157,230.3806176,0.806850601,0.115312522,92.06884412,30.50716375,0.205770522,0,0,28050.12939,3,4.404833616
897,47493.2288,Unemployed,832,0.120097204,23584.01857,38,Bachelor's,Single,0,18,897,Personal,36407.97452,2.267347705,52,37659.68957,0.848131738,Monthly,29254.99493,0,-0.348710446,10.31009855,6.935317105,-3.488660002,162.6688537,0.27564423,0.159242394,48.58233672,72.75346565,0.257441995,0,0,12805.35403,2,18.91254831
898,52200.7053,Unemployed,551,0.113964621,41606.74021,32,PhD,Single,0,24,898,Business,11020.7126,14.70967527,49,99320.49357,0.526412322,Annually,10743.55869,3,-0.527506065,13.50070757,1.533236072,-0.022726235,383.492933,0.330258248,0.75097326,63.96881021,55.11883595,0.816802023,0,0,13431.48657,0,67.91027618
899,68097.6345,Self-employed,534,0.320463985,41648.57307,34,Bachelor's,Married,0,12,899,Mortgage,17560.52898,9.443853012,128,99483.89642,0.908542473,Quarterly,44454.81214,0,0.816765095,12.81099225,9.61843934,0.805670236,315.7417664,0.414348108,0.710856673,0.298013078,47.7361527,0.209084203,0,0,19760.27704,2,8.224367725
900,37745.96494,Employed,526,0.275271445,35760.05227,67,High School,Married,8,9,900,Mortgage,24022.42631,9.018853237,286,11921.23473,0.912473465,Quarterly,49668.04275,3,0.005298669,10.21874483,2.330057201,-1.707242708,441.8343075,0.43372828,0.20381868,25.32233075,66.76693148,0.334157726,0,0,8105.596202,2,55.50370306
901,55530.09963,Unemployed,824,0.435672158,6164.667492,54,Master's,Widowed,7,9,901,Personal,17208.85658,10.35324978,281,72733.89354,0.618538644,Monthly,4333.928058,2,0.312274088,12.03825245,7.710111566,3.394033439,132.4636996,0.41134079,0.846923418,27.87121037,80.2290308,0.664358692,0,0,17545.12995,0,14.64119879
902,44099.91782,Unemployed,612,0.164271834,42103.83923,30,High School,Divorced,4,18,902,Mortgage,37992.06981,8.209819245,138,5648.675227,0.661831391,Quarterly,43112.58142,0,-0.169035827,8.199833883,6.725228774,2.624196216,437.4769614,0.503743695,0.281294796,9.349301165,97.266879,0.561112386,0,0,34533.37546,4,19.56891736
903,50431.17234,Self-employed,348,0.109988665,33879.63605,36,PhD,Widowed,4,18,903,Personal,17138.32269,1.932857481,14,3504.105526,0.740655189,Quarterly,19525.78488,0,0.262028387,9.568533042,2.687752432,2.208830745,217.3178613,0.81451288,0.792985583,27.96950134,62.93503684,0.460870205,0,0,41711.41872,2,39.30778833
904,69176.77794,Employed,417,0.279615507,35154.18413,47,Bachelor's,Single,8,29,904,Business,7773.372252,9.766202399,304,10980.72248,0.798331453,Quarterly,26203.62233,2,-0.228289247,3.744841641,2.536588685,4.971494398,361.9422669,0.819285041,0.488805908,32.11220331,87.44399854,0.899741091,0,1,17296.53223,3,10.08253361
905,52866.48602,Unemployed,353,0.194991423,18786.15918,62,Bachelor's,Married,2,7,905,Business,20552.98215,11.16834734,27,96565.82287,0.643676831,Annually,45740.79879,0,-0.320643125,4.078295016,8.832948343,-2.406186266,116.0515156,0.798313134,0.731548683,96.87660396,0.109154102,0.219710463,0,0,12445.92265,2,17.32035028
