borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,loan_default
467,59212.5005,Self-employed,723,0.198140926,18572.45752,63,PhD,Married,9,1,467,Business,36211.58329,9.462764325,184,79923.00757,0.68500177,Annually,26198.71013,0,0
468,61362.61565,Retired,631,0.123092864,45655.62031,51,High School,Married,9,7,468,Personal,11473.09771,4.20832101,293,43590.91326,0.642400187,Monthly,6743.74232,2,0
469,42042.48279,Retired,737,0.256413148,2025.771774,58,Bachelor's,Single,9,29,469,Personal,10650.72788,5.378959499,39,91793.71036,0.955877166,Annually,1299.114686,1,0
470,41362.72639,Unemployed,473,0.193681348,16472.88441,27,High School,Divorced,9,16,470,Mortgage,21225.15769,3.685590736,307,45287.36513,0.875464197,Quarterly,7640.290466,4,0
471,45874.22454,Retired,826,0.187821569,3787.188491,34,Bachelor's,Widowed,2,14,471,Auto,12161.13874,4.865487225,145,74558.21988,0.531961582,Quarterly,31342.68106,3,1
472,15471.18253,Unemployed,325,0.483945121,38559.83849,34,Master's,Married,0,15,472,Personal,29609.0551,4.535971533,38,46963.25721,0.857343725,Annually,3680.913077,0,0
473,27272.13407,Unemployed,705,0.346520194,35403.26525,20,Master's,Single,7,14,473,Auto,19201.70363,8.512558616,49,23166.17519,0.763649567,Monthly,9484.818243,0,1
474,70503.11401,Unemployed,531,0.322751377,17236.25872,48,PhD,Single,9,28,474,Personal,22996.67441,9.096298203,207,20335.33783,0.950433947,Monthly,16892.69428,4,0
475,74674.5157,Employed,832,0.266310041,34107.48221,68,Bachelor's,Widowed,9,21,475,Business,27321.29676,14.25679018,214,42830.40383,0.656472809,Quarterly,3893.503215,1,0
476,46264.45941,Employed,849,0.271577733,20400.92408,18,Master's,Single,1,11,476,Mortgage,10973.2406,4.140203736,96,75671.71837,0.787081,Quarterly,9584.963558,3,0
477,58648.35445,Retired,804,0.316362002,38056.43578,29,PhD,Married,0,16,477,Personal,8631.82952,10.16262209,331,60704.61278,0.750377637,Quarterly,45563.48945,1,1
478,54668.75232,Unemployed,478,0.378571923,23254.99947,56,PhD,Single,7,19,478,Auto,44140.67324,12.53300013,41,69018.61435,0.744780453,Quarterly,964.9566113,1,0
479,96183.21213,Employed,431,0.380858438,21201.70666,21,High School,Divorced,6,17,479,Business,22252.46144,9.063259761,110,28591.4719,0.7280527,Monthly,32671.59621,4,0
480,66793.62367,Unemployed,754,0.168677563,46801.76586,59,PhD,Divorced,6,27,480,Auto,21192.58687,4.942549309,201,48402.81692,0.602814738,Annually,19220.44655,3,0
481,48081.23613,Self-employed,647,0.300045101,13293.07589,30,Master's,Married,3,26,481,Business,2744.995363,5.044428105,23,4917.328864,0.877854961,Monthly,33632.43697,4,0
482,35666.89339,Self-employed,839,0.264783238,6901.91966,51,High School,Divorced,8,6,482,Mortgage,25400.83883,2.029916216,102,81844.47539,0.725668016,Annually,29434.58602,4,0
483,25903.3052,Self-employed,705,0.448210787,29642.61255,59,Bachelor's,Widowed,5,11,483,Business,28154.31636,5.623497058,41,98994.27014,0.979258138,Quarterly,11174.93772,0,0
484,53051.95454,Retired,375,0.352567568,48496.7688,38,Bachelor's,Single,1,17,484,Auto,28383.20268,11.55214967,224,40984.46673,0.630404214,Quarterly,42360.47438,4,0
485,38654.73882,Unemployed,791,0.313001627,19514.12147,39,Master's,Married,0,9,485,Auto,35644.5273,2.141489722,49,1590.883487,0.84137192,Annually,24597.01913,2,0
486,28666.19436,Self-employed,493,0.146157857,4039.801418,74,Master's,Widowed,0,18,486,Personal,9696.609915,4.460486314,352,17394.36764,0.97035854,Quarterly,41126.80095,3,0
487,40301.40674,Employed,461,0.342255156,17625.9581,21,High School,Single,8,17,487,Business,13358.93358,11.03413873,71,65426.42434,0.831729162,Monthly,20300.62681,0,1
488,33776.77995,Self-employed,646,0.146881562,25790.65106,35,High School,Widowed,3,12,488,Auto,40725.7928,12.0657961,305,61401.89216,0.935636454,Quarterly,49234.2777,3,0
489,75307.12453,Self-employed,660,0.23488263,8934.227325,22,Master's,Married,4,23,489,Personal,47411.36023,7.646798536,154,78892.5396,0.91374048,Quarterly,38524.46793,0,0
490,63224.59635,Self-employed,386,0.157136786,33247.00868,36,Master's,Married,2,22,490,Mortgage,7660.704621,10.92400357,191,25761.45909,0.680058858,Quarterly,48297.51026,2,0
491,49880.41038,Retired,561,0.376829459,49889.72006,19,Bachelor's,Widowed,3,22,491,Auto,25384.82817,6.737354277,296,76481.3756,0.80006197,Quarterly,25716.32395,4,0
492,72199.16208,Employed,513,0.182500846,23135.23432,29,Bachelor's,Single,7,5,492,Personal,11494.63638,3.658828808,123,68954.41014,0.57813067,Monthly,23684.55661,0,0
493,51160.52461,Unemployed,561,0.256743749,18381.69928,34,Bachelor's,Divorced,3,11,493,Auto,3943.585249,6.875018163,241,32620.04252,0.767762941,Annually,37772.69047,0,0
494,37080.73698,Employed,582,0.458269911,20634.50417,27,Master's,Divorced,8,4,494,Business,16949.66357,9.329565573,32,54776.07073,0.615210986,Quarterly,44014.56315,0,0
495,72846.86116,Unemployed,766,0.181726553,6642.162741,51,PhD,Widowed,8,27,495,Personal,8040.693634,14.29871931,156,15153.74395,0.871868407,Quarterly,48207.28979,2,0
496,58083.65066,Retired,679,0.303122026,44280.40647,23,Master's,Married,5,4,496,Business,35786.7206,2.428137853,157,45530.16809,0.764029211,Monthly,16227.5953,3,0
497,34441.30769,Retired,661,0.267708664,21326.45712,25,Master's,Single,1,3,497,Mortgage,27152.54527,8.349820267,327,88179.13529,0.705613681,Monthly,39935.22869,2,0
498,47144.91983,Retired,748,0.107249616,19976.44616,68,Bachelor's,Single,9,26,498,Business,8047.889079,5.940417006,177,42408.54229,0.634398548,Monthly,10532.27988,0,1
499,36865.7262,Retired,740,0.417103245,33324.82337,28,Master's,Married,6,24,499,Personal,1452.837832,8.362207873,151,84036.88729,0.999349241,Quarterly,27278.71734,0,0
500,29258.00404,Unemployed,392,0.127618363,22659.63763,74,High School,Divorced,8,23,500,Auto,40599.6954,1.82366854,214,59230.20984,0.53585526,Annually,8992.40742,4,0
501,63892.66321,Self-employed,723,0.289702008,32763.43997,29,Master's,Single,5,25,501,Personal,9633.525902,5.725842288,255,19591.73295,0.52178034,Monthly,17369.86809,2,0
502,78641.24961,Unemployed,441,0.324271318,4010.868216,26,Master's,Widowed,2,17,502,Business,30704.61547,12.56821999,124,58320.07135,0.6086287,Monthly,46567.91836,2,0
503,29021.48639,Employed,590,0.351370583,40872.44384,19,Master's,Divorced,6,7,503,Business,17509.17374,8.978213407,212,50845.34125,0.985536229,Monthly,7304.534989,1,0
504,58444.53855,Retired,731,0.375452652,47084.69369,25,Master's,Widowed,4,26,504,Auto,29688.81098,7.582863653,325,40164.81285,0.989619084,Annually,31620.04476,3,0
505,40240.36146,Retired,348,0.201308953,32789.50392,28,PhD,Divorced,0,4,505,Mortgage,16467.02772,5.354588468,270,12403.22873,0.827463867,Quarterly,29647.71365,1,0
506,42693.11924,Employed,601,0.103991511,47773.73051,70,Master's,Married,2,23,506,Personal,5260.038474,5.523574058,266,41962.51205,0.940053334,Quarterly,6036.917635,1,0
507,41114.09114,Unemployed,489,0.389377465,8420.183404,53,High School,Widowed,4,13,507,Auto,11924.55042,6.671869353,34,7739.856436,0.606980865,Quarterly,16298.95219,3,0
508,37040.13845,Self-employed,435,0.31426264,24393.39328,27,High School,Widowed,6,12,508,Auto,10214.86976,12.78020458,257,10327.52061,0.986021047,Monthly,28149.07523,4,0
509,50727.82442,Self-employed,703,0.434447081,30488.52996,38,Master's,Married,2,1,509,Auto,21972.94827,14.55737829,350,41883.69503,0.571392425,Quarterly,9358.930449,4,0
510,37535.74825,Employed,640,0.428555345,29505.09572,37,Bachelor's,Widowed,5,21,510,Personal,33255.90539,7.421847648,322,30885.45746,0.550562594,Monthly,40031.18282,3,0
511,54056.85239,Self-employed,617,0.437330467,20671.62718,65,PhD,Divorced,4,19,511,Personal,13926.49767,6.810263323,329,92591.66042,0.55610577,Annually,48607.82548,3,0
512,49246.42836,Unemployed,662,0.294037864,17566.13606,25,Master's,Single,0,21,512,Personal,1591.42683,12.92843547,98,37882.72764,0.786563962,Annually,10737.97,2,0
513,46415.7793,Unemployed,681,0.233451358,7214.377105,53,Master's,Single,9,20,513,Mortgage,26427.93085,7.263221829,230,75906.88315,0.8904872,Quarterly,9345.59824,2,0
514,36386.54507,Employed,532,0.416623281,20195.38008,46,Master's,Married,5,18,514,Auto,30682.21498,8.952245326,38,53259.62887,0.683333589,Monthly,22746.75359,2,0
515,41348.43004,Unemployed,643,0.280517645,8970.37994,59,Bachelor's,Divorced,7,11,515,Business,48180.65421,4.617712472,301,70556.52403,0.988947994,Monthly,37388.26386,2,1
516,61330.86839,Retired,848,0.173376879,36983.91815,29,Bachelor's,Widowed,0,20,516,Business,29884.06935,11.53728423,300,26381.54031,0.717210069,Quarterly,14080.03051,0,1
517,57513.75781,Employed,828,0.441989608,11232.71584,31,Bachelor's,Widowed,1,3,517,Auto,24087.45541,8.681842297,359,94219.5448,0.575224275,Annually,993.9954349,0,0
518,35336.67133,Unemployed,482,0.453023951,3869.699959,65,PhD,Single,3,29,518,Business,29096.67967,12.42196643,234,53243.80544,0.732983374,Annually,27061.0314,4,0
519,51489.98458,Employed,340,0.286523902,28065.94075,71,High School,Widowed,1,17,519,Mortgage,46467.13086,12.03989186,189,83216.74509,0.839518583,Annually,47830.02839,0,0
520,61270.80685,Self-employed,696,0.130279891,30166.2569,67,PhD,Single,8,12,520,Mortgage,41590.52913,4.402564372,159,36822.0465,0.91611289,Annually,19563.84277,0,0
521,24958.92078,Unemployed,793,0.255130436,43723.74,38,Bachelor's,Married,9,10,521,Personal,16825.95793,11.16107993,238,10471.02923,0.729384145,Annually,21006.72771,2,0
522,58150.40289,Retired,632,0.421415064,29272.09901,39,High School,Widowed,7,8,522,Personal,12625.46382,12.30073451,197,67534.30895,0.796803413,Quarterly,48445.08586,2,0
523,40060.64362,Unemployed,426,0.460709611,17928.56183,38,High School,Divorced,7,15,523,Personal,13869.04701,6.172447751,305,1272.08501,0.633672356,Quarterly,34730.38058,3,0
524,58558.98003,Employed,300,0.181389097,40347.58219,61,Bachelor's,Widowed,3,5,524,Personal,25716.63095,3.830223024,52,47791.65117,0.822958263,Quarterly,35958.59614,2,0
525,38551.11265,Employed,467,0.126789445,27473.66577,67,Bachelor's,Single,4,4,525,Personal,37458.42311,1.5355341,202,19683.78932,0.992985972,Annually,28135.10027,3,0
526,22926.76849,Unemployed,318,0.450940181,4884.733947,47,PhD,Married,3,26,526,Business,25657.74115,7.587199317,90,62923.86269,0.524526786,Annually,48730.46054,3,0
527,25586.86343,Retired,631,0.255761976,28726.67746,56,Bachelor's,Single,8,28,527,Business,4322.023396,6.257841876,216,97952.27738,0.943265335,Quarterly,34443.32422,0,0
528,50721.2742,Retired,755,0.316704386,45492.90873,37,High School,Widowed,1,21,528,Personal,36455.45432,8.991282757,289,46708.08918,0.781141251,Quarterly,44751.63758,2,0
529,53895.83753,Retired,408,0.487226325,20419.31865,41,Master's,Single,7,20,529,Mortgage,40492.5363,4.03855475,283,81841.07652,0.62604933,Annually,34968.94329,0,1
530,36435.25062,Employed,567,0.126625891,15519.96429,40,Bachelor's,Single,1,19,530,Business,15185.39539,13.10548489,43,51024.5266,0.977444855,Monthly,36755.79124,2,0
531,59578.88688,Unemployed,744,0.359327203,8030.003394,24,Bachelor's,Married,0,21,531,Mortgage,33542.16122,4.979695411,153,49836.08309,0.741677152,Quarterly,14520.54611,0,0
532,25077.19907,Self-employed,539,0.129642169,8420.830575,26,PhD,Divorced,9,4,532,Mortgage,21903.00315,4.556799669,262,93077.13757,0.665845126,Annually,15173.9349,0,0
533,49008.80302,Employed,600,0.250187571,22205.80273,18,PhD,Widowed,2,15,533,Auto,44566.84843,7.989639763,305,89051.60394,0.590748814,Annually,39149.23248,0,0
534,31834.757,Retired,402,0.421525818,30188.31138,43,Bachelor's,Married,8,17,534,Auto,42416.05235,8.234488821,109,78687.14629,0.622226105,Quarterly,14835.31446,4,1
535,40222.45838,Unemployed,549,0.273388893,4950.154853,55,High School,Divorced,2,12,535,Personal,26746.16792,4.403650589,147,29977.44746,0.916424521,Monthly,28138.50354,0,0
536,50710.98007,Retired,752,0.498872942,47038.86086,55,High School,Single,8,3,536,Mortgage,34883.77174,5.170119811,288,54728.33736,0.807205005,Annually,12467.61555,1,0
537,37093.79952,Self-employed,819,0.323623714,38001.54725,71,Master's,Divorced,6,10,537,Business,44284.13535,3.791020729,323,22777.77471,0.95662281,Quarterly,40849.16904,1,0
538,44231.66684,Retired,452,0.228464861,29744.572,61,Bachelor's,Single,9,15,538,Auto,25290.13349,11.19921241,313,44669.71146,0.615984226,Annually,5525.067561,1,0
539,65094.39214,Retired,473,0.18804453,41593.49488,39,PhD,Single,0,10,539,Auto,16349.28628,11.89620192,54,48679.20004,0.560569287,Annually,41472.33199,3,0
540,41346.62196,Self-employed,642,0.240208214,4929.151084,61,High School,Married,9,24,540,Mortgage,37929.64076,7.741434716,131,83248.184,0.503043765,Annually,30136.49003,0,0
541,62535.38168,Unemployed,730,0.24901331,24365.10501,27,Master's,Single,4,23,541,Auto,11783.24648,11.14017481,231,89654.82235,0.753931019,Annually,9345.476741,1,0
542,33054.39718,Employed,623,0.127485471,31874.56322,72,Bachelor's,Married,8,18,542,Auto,20038.02625,11.43512779,57,41754.69621,0.999153465,Monthly,27101.76928,3,0
543,57947.06267,Unemployed,719,0.24782968,41603.9924,23,High School,Divorced,2,1,543,Business,43420.63462,3.366719624,247,2261.592285,0.847482634,Quarterly,14124.94184,1,0
544,71623.52931,Self-employed,784,0.285695408,39390.00844,34,Bachelor's,Divorced,8,3,544,Mortgage,36496.69467,14.54340334,59,86246.49706,0.654197296,Quarterly,16173.36674,2,0
545,12925.3325,Retired,711,0.389095101,14576.39324,68,Bachelor's,Single,4,21,545,Auto,20786.73926,12.58393129,209,17840.72851,0.938429292,Quarterly,17576.40208,4,0
546,38046.57117,Unemployed,383,0.362691794,47103.12831,67,High School,Married,8,26,546,Mortgage,11522.48062,4.260526726,95,62377.25541,0.890861133,Quarterly,3165.962349,0,0
547,58656.08191,Employed,412,0.383506262,7092.94623,55,High School,Single,9,27,547,Auto,18442.45115,4.013227983,42,2984.604593,0.507707583,Quarterly,49298.08422,4,0
548,46954.31921,Self-employed,631,0.103345473,43881.54731,41,High School,Married,5,12,548,Business,14921.10331,3.196425465,172,40250.89429,0.90843024,Monthly,1576.731407,4,0
549,55567.1881,Unemployed,677,0.18706696,48576.07223,68,Bachelor's,Married,8,1,549,Mortgage,9628.375109,3.368110594,82,98603.05006,0.650263379,Annually,33124.84366,2,0
550,40940.2222,Employed,340,0.364673715,9680.522638,27,Bachelor's,Married,6,3,550,Auto,37423.31276,11.60018429,19,10519.01331,0.574836732,Annually,18561.38239,2,0
551,51298.84681,Self-employed,404,0.293595747,36381.23715,73,Master's,Divorced,6,3,551,Business,13351.42446,7.840332469,63,42657.46862,0.61316542,Quarterly,32300.51455,2,0
552,47664.84147,Employed,501,0.10212539,2973.99042,25,PhD,Married,7,5,552,Auto,23254.20604,12.06961133,56,31061.42004,0.734289902,Annually,17812.41265,3,0
553,67516.73092,Self-employed,749,0.421797857,20865.71843,38,Bachelor's,Divorced,6,19,553,Mortgage,19907.11289,11.57444107,304,90556.26828,0.712433964,Annually,33687.53231,1,0
554,53816.31265,Retired,565,0.409123829,26297.88166,73,PhD,Married,8,29,554,Auto,49121.79155,9.662271632,311,86999.34074,0.64444365,Annually,36461.77547,0,0
555,55064.03993,Unemployed,509,0.319367665,29451.61607,23,High School,Divorced,8,25,555,Mortgage,20163.51996,10.76594919,49,24151.02665,0.586109161,Quarterly,34527.63202,2,0
556,43821.84551,Employed,417,0.12658533,46860.92516,38,Bachelor's,Widowed,5,1,556,Mortgage,4919.141657,1.747802279,242,8578.184812,0.881115395,Quarterly,5698.099068,0,0
557,42685.90664,Self-employed,676,0.40660602,33940.28368,74,Master's,Divorced,6,4,557,Auto,5401.461876,5.708998232,273,62900.27021,0.995054892,Monthly,32844.66173,0,0
558,43511.62718,Employed,839,0.333485435,24582.61961,56,Master's,Divorced,1,29,558,Business,29946.93235,10.11059942,79,33968.68683,0.88889579,Quarterly,13999.37747,0,1
559,55916.78214,Employed,383,0.412783991,40674.07678,41,PhD,Single,8,29,559,Personal,30368.81404,1.626156872,190,67372.39687,0.647968484,Monthly,1440.068528,2,0
560,43685.23279,Unemployed,753,0.400698797,47576.10823,50,High School,Married,0,26,560,Business,21519.19053,1.94518874,197,3695.915729,0.622404481,Quarterly,20741.53359,2,0
561,54346.62285,Retired,813,0.421200829,2081.241285,35,PhD,Widowed,0,26,561,Business,22160.34092,13.00048776,212,13773.2239,0.608832938,Annually,21677.15514,1,0
562,81131.01198,Employed,686,0.307203227,49143.54234,73,High School,Single,2,4,562,Auto,3642.696559,10.73433563,24,68794.03716,0.568347537,Monthly,23358.70667,2,0
563,63066.87055,Self-employed,649,0.156129807,5220.474814,45,Master's,Married,5,17,563,Business,26310.77901,5.082491397,225,21630.8802,0.775665275,Monthly,35241.20827,2,0
564,45109.64702,Self-employed,595,0.368462989,40904.95218,74,PhD,Widowed,4,14,564,Business,25732.23429,10.78749834,231,85829.97374,0.802700186,Monthly,15442.19046,0,1
565,68018.20883,Retired,557,0.348189514,14736.40288,69,Master's,Widowed,1,18,565,Personal,8327.916609,12.19816503,297,6329.793327,0.85275133,Quarterly,15764.02566,1,0
566,43878.8694,Self-employed,380,0.396901275,7476.80323,49,Master's,Widowed,8,27,566,Business,6088.129919,5.641722822,255,21940.45729,0.840106685,Monthly,3027.612812,4,0
567,19428.13197,Retired,567,0.167952402,22552.92635,29,High School,Married,9,1,567,Personal,7055.052039,1.986504596,269,99856.74472,0.646166656,Quarterly,34341.0608,2,0
568,34878.70534,Self-employed,718,0.17799008,32553.87239,65,PhD,Widowed,3,22,568,Auto,5950.384078,14.09251818,69,43591.07221,0.665155503,Monthly,28391.30457,2,0
569,21938.12118,Unemployed,534,0.456163807,19666.64041,59,PhD,Widowed,3,16,569,Personal,30875.70158,6.159927817,47,70445.08352,0.840757268,Quarterly,17471.25563,4,1
570,44727.29774,Employed,610,0.399991119,3673.705006,44,Master's,Single,4,3,570,Mortgage,10627.64997,2.937503804,339,18674.97336,0.67472382,Monthly,35259.44895,0,0
571,50276.27569,Unemployed,656,0.463291395,30373.59584,27,Master's,Divorced,7,23,571,Mortgage,13320.07746,8.140067764,204,61181.93913,0.606311595,Annually,26867.88746,1,0
572,75146.55968,Employed,512,0.403486128,45217.76053,63,High School,Married,9,21,572,Personal,9505.035063,11.87431524,344,72747.5538,0.687168077,Annually,23462.24729,0,0
573,54903.91061,Employed,348,0.338862122,19777.55293,74,Bachelor's,Divorced,3,9,573,Mortgage,47933.92992,4.492238747,61,31790.42527,0.636042079,Monthly,25566.22718,3,0
574,46713.49207,Employed,426,0.361653095,11600.3061,69,Bachelor's,Single,4,23,574,Auto,42876.25569,5.138115677,43,82975.26264,0.544156361,Quarterly,31817.40626,2,0
575,62441.08372,Unemployed,522,0.45565117,22686.28995,59,Master's,Divorced,3,4,575,Mortgage,12294.24703,4.776652322,109,60540.04906,0.915069451,Quarterly,33000.13023,3,0
576,16832.97036,Employed,578,0.331522702,3369.772841,49,Bachelor's,Widowed,5,21,576,Personal,17050.7484,14.88758621,54,39217.73946,0.926555695,Quarterly,14447.89096,2,0
577,53534.21837,Unemployed,707,0.35295653,41203.89164,59,Bachelor's,Widowed,2,5,577,Auto,11284.74927,4.164950405,345,55985.41814,0.60987515,Annually,7037.16817,3,0
578,61562.97791,Retired,804,0.162590686,41490.69974,43,Bachelor's,Married,7,11,578,Mortgage,25101.92201,9.269522929,321,57887.70432,0.5323861,Annually,7831.70906,4,0
579,27821.20631,Self-employed,593,0.289568488,29812.02271,42,Bachelor's,Married,5,21,579,Auto,1960.916091,13.99107266,58,16970.76162,0.869413719,Annually,31969.5443,2,0
580,67156.31065,Self-employed,576,0.386558845,18302.04156,28,Master's,Married,9,26,580,Personal,33897.03244,3.48310368,281,40571.8708,0.605764313,Quarterly,43643.66429,2,0
581,55077.44611,Employed,737,0.208377079,40189.38486,40,Bachelor's,Single,4,9,581,Mortgage,26634.74934,14.60653167,322,34671.34351,0.696717745,Quarterly,20474.81392,3,0
582,43770.68129,Unemployed,406,0.180901672,28179.66421,51,Bachelor's,Married,1,26,582,Auto,45033.30749,14.29094266,74,40389.8209,0.532067626,Quarterly,8476.008016,1,0
583,59491.72799,Self-employed,719,0.225530723,41470.68312,74,High School,Single,9,3,583,Auto,9055.241532,13.44172183,30,76230.50355,0.613134792,Monthly,37830.12491,3,0
584,84060.39287,Unemployed,728,0.196600251,31941.48084,69,Master's,Widowed,9,6,584,Mortgage,40401.35306,4.396513038,358,48512.57154,0.896451139,Monthly,41624.47372,2,0
585,52727.99383,Unemployed,674,0.185965055,39435.86819,57,PhD,Divorced,6,24,585,Auto,39806.08971,10.05974326,112,94061.45725,0.902198223,Monthly,44029.12216,2,0
586,53723.30879,Employed,372,0.269940337,30329.58667,40,PhD,Widowed,1,11,586,Auto,7231.878272,11.77203488,48,29720.80313,0.603542412,Annually,30341.57145,1,0
587,43109.58651,Self-employed,329,0.463135406,21292.91234,46,High School,Widowed,0,9,587,Personal,20529.40198,14.81137703,118,41862.50604,0.667956923,Annually,43036.42797,0,1
588,37252.33446,Employed,487,0.302823859,47939.34714,48,High School,Widowed,6,29,588,Personal,9337.479416,3.935721598,103,78802.20264,0.56711921,Quarterly,770.7479224,1,0
589,62455.03725,Employed,663,0.175168152,27514.57742,24,Master's,Married,4,15,589,Personal,13481.30452,11.84134964,319,54829.44704,0.537086315,Monthly,5361.790088,0,0
590,37158.74261,Self-employed,750,0.130788668,30649.38641,57,PhD,Married,0,23,590,Personal,13899.06257,6.073815794,196,54929.30057,0.996085857,Quarterly,4628.803353,2,0
591,51073.49356,Self-employed,494,0.378462458,11803.89433,50,Bachelor's,Married,3,28,591,Personal,28255.58331,3.870957285,227,5807.346219,0.827796976,Monthly,35630.23421,4,0
592,42835.1383,Retired,455,0.253119506,31656.88868,38,High School,Divorced,3,3,592,Personal,21159.13566,7.188588706,39,40160.66644,0.771048255,Monthly,3479.089177,4,0
593,57184.69739,Retired,471,0.428732379,29008.77482,19,PhD,Married,9,1,593,Mortgage,47438.9074,12.21678481,47,27438.00638,0.88274925,Quarterly,24818.21862,3,1
594,55004.93158,Unemployed,340,0.363804307,10057.0815,35,Master's,Single,6,20,594,Personal,7192.136955,7.77547235,331,99933.84472,0.92003858,Quarterly,23635.34493,1,0
595,65563.09916,Self-employed,362,0.41849658,3919.76777,64,Bachelor's,Widowed,8,29,595,Auto,48710.91461,8.756561853,29,31181.32953,0.903357384,Monthly,15535.17618,1,0
596,42349.75402,Retired,322,0.208778416,30613.60667,50,Master's,Divorced,1,22,596,Mortgage,12301.29337,14.93465204,356,88507.40521,0.508269725,Monthly,43520.2585,4,0
597,45951.87597,Unemployed,659,0.376943569,38420.9212,54,High School,Divorced,0,19,597,Auto,38870.82288,6.887975544,207,67785.25664,0.593403949,Annually,8521.660094,0,0
598,35318.54426,Unemployed,374,0.205624794,26646.66718,51,PhD,Divorced,1,14,598,Personal,17609.52638,9.807910189,89,34421.18271,0.827452651,Quarterly,17623.13922,1,0
599,43335.6011,Unemployed,417,0.475627392,12111.85864,37,PhD,Divorced,6,17,599,Personal,8010.988375,6.430796722,178,54581.67065,0.687879674,Quarterly,38708.575,0,0
600,55659.5074,Retired,679,0.354549713,33659.57686,52,PhD,Divorced,9,22,600,Auto,43036.57008,6.802606225,101,84133.32005,0.991241326,Quarterly,1521.11572,0,1
601,61354.82925,Self-employed,589,0.22980472,4925.180604,68,PhD,Single,5,14,601,Auto,16134.18406,10.89115017,275,88395.14565,0.832702396,Quarterly,33647.52001,0,0
602,36167.52014,Employed,739,0.207804745,22649.85154,67,Bachelor's,Widowed,3,17,602,Auto,33283.91481,14.16147418,219,16459.19056,0.978274454,Monthly,40819.88632,0,0
603,63044.0888,Unemployed,306,0.176370634,9004.971162,71,Bachelor's,Divorced,0,25,603,Business,28755.74057,8.821845832,223,34287.52755,0.600723241,Annually,46613.39194,3,0
604,70334.56788,Retired,495,0.377856384,10038.4935,35,Master's,Widowed,0,27,604,Business,24116.05916,11.87339904,282,33854.70643,0.931978514,Quarterly,43814.83202,3,1
605,56201.52355,Retired,720,0.187486245,10912.40351,63,Bachelor's,Married,4,14,605,Business,25295.15416,2.704288544,274,4683.45721,0.660676153,Monthly,15969.20584,4,0
606,78151.93719,Employed,492,0.338121306,19948.6458,41,High School,Divorced,0,12,606,Business,36879.65779,4.350633505,284,60024.65711,0.994782404,Monthly,29318.20707,3,0
607,38393.16201,Employed,447,0.205854011,3506.360075,25,High School,Divorced,6,16,607,Mortgage,5300.872792,8.278777152,353,85554.59527,0.578844336,Monthly,3864.674658,1,0
608,31330.17945,Retired,501,0.364787578,20491.87861,47,PhD,Widowed,0,1,608,Personal,33740.85244,1.770158269,225,38466.65159,0.758169909,Monthly,12893.50018,3,0
609,23319.19627,Self-employed,743,0.425975891,26073.66491,61,High School,Divorced,0,13,609,Auto,44894.79297,4.913542213,75,74133.57653,0.896422267,Monthly,4711.118937,1,0
610,72440.66467,Employed,718,0.411210097,24681.41996,70,Master's,Divorced,1,6,610,Personal,3831.621654,8.484917413,23,62956.19115,0.71632124,Quarterly,15759.36451,1,0
611,59815.48485,Retired,726,0.404340532,19756.42092,27,Bachelor's,Divorced,9,17,611,Auto,7892.013622,1.701976176,221,37877.04918,0.73404203,Quarterly,43759.36067,0,1
612,49166.22994,Employed,778,0.175088962,42118.1838,40,Bachelor's,Single,2,12,612,Personal,36114.9649,5.071374864,323,14535.45005,0.993177898,Annually,17358.34198,4,0
613,54199.52939,Self-employed,774,0.135353979,8121.007929,69,Bachelor's,Single,0,23,613,Mortgage,22426.80076,8.439416063,185,71077.72335,0.712654075,Quarterly,28094.90515,0,0
614,33117.66429,Unemployed,425,0.379579531,25779.14045,66,High School,Divorced,8,19,614,Business,20773.88242,9.237514848,267,85529.23431,0.80203605,Monthly,21669.04241,0,1
615,86686.27969,Employed,694,0.247338886,4040.029431,28,Bachelor's,Single,9,6,615,Personal,7711.365093,13.99764786,112,68742.52199,0.52726983,Annually,22945.82621,3,0
616,51938.31773,Self-employed,624,0.272938491,4486.628265,19,PhD,Married,7,7,616,Auto,25831.732,10.21216591,27,2278.909161,0.92110504,Monthly,48478.60259,3,0
617,51640.92192,Retired,691,0.112459637,29119.42663,43,PhD,Divorced,4,1,617,Personal,7200.720249,7.098933334,208,22015.17299,0.824084024,Monthly,14807.72341,1,1
618,60886.49936,Employed,739,0.20383058,28734.90282,53,PhD,Married,1,1,618,Mortgage,24354.40236,14.05974089,269,7413.258496,0.702010051,Quarterly,31366.22348,3,0
619,57215.13848,Employed,503,0.113470562,44023.64213,50,High School,Widowed,4,29,619,Mortgage,38417.14965,12.09592028,255,57253.41691,0.50808477,Monthly,21003.13348,3,0
620,53358.26036,Retired,785,0.451674309,28335.81011,64,Bachelor's,Married,5,5,620,Personal,13654.95354,4.200120435,359,75769.52904,0.79583441,Quarterly,3057.309052,2,0
621,38142.88317,Unemployed,330,0.197358673,48029.76,30,High School,Widowed,0,6,621,Business,24558.52224,3.266371878,260,11502.62911,0.506328914,Monthly,24466.54158,1,0
